"id","epa_x","epa_y","map_x","map_y"
"600068","3216856","1413917","1047410.316","387503.259"
"600069","3217008","1413651","1049091.842","388414.399"
"600070","3216863","1413527","1048257.511","389118.426"
"600071","3216790","1413300","1047582.939","387912.126"
"600072","3217061","1412984","1047554.666","388473.293"
"600073","3217313","1413018","1048521.567","388235.82"
"600074","3217430","1413118","1048196.232","388350.762"
"600075","3216460","1415060","1048621.401","388224.11"
"600076","3216106","1414850","1046950.964","389258.597"
"600077","3216141","1414625","1046828.096","389267.022"
"600078","3216457","1414356","1048212.911","388332.096"
"600079","3216600","1414481","1046093.883","389337.826"
"600080","3216231","1414217","1047273.821","388559.972"
"600081","3216438","1413826","1047781.026","389129.521"
"600082","3216730","1413812","1048227.829","388354.14"
"600083","3216871","1413889","1048042.995","389824.799"
"600084","3216988","1413677","1047301.103","387523.493"
"600085","3216886","1413500","1048089.398","387985.803"
"600086","3216764","1413280","1047933.533","389945.434"
"600087","3217453","1413096","1047173.412","389160.361"
"600088","3217291","1413041","1047378.294","388059.458"
"600089","3217037","1412962","1047567.701","389306.039"
"600090","3217722","1412837","1047579.945","388815.954"
"600091","3217648","1412672","1047892.891","390169.919"
"600092","3217595","1412390","1046989.884","390130.769"
"600093","3217916","1412457","1047457.396","388967.846"
"600094","3218033","1412582","1048767.203","388002.21"
"600095","3218299","1411737","1047969.864","388919.971"
"600096","3218546","1411827","1047140.67","389621.465"
"600097","3218650","1412015","1048703.792","389193.823"
"600098","3218505","1411538","1047411.293","387497.928"
"600099","3218987","1411810","1047563.835","389464.315"
"600100","3217842","1412207","1046640.774","389269.353"
"600101","3218381","1412254","1048236.759","388280.782"
"600102","3217818","1412181","1047689.374","388194.753"
"600103","3217958","1412054","1046078.844","388826.145"
"600104","3218192","1412103","1048487.033","388815.481"
"600105","3218352","1412274","1047430.911","387498.773"
"600106","3217806","1418165","1047367.784","388003.099"
"600107","3226742","1416805","1048270.333","387573.219"
"600108","3220849","1419752","1047960.87","387943.898"
"600109","3220849","1419721","1047202.921","388173.348"
